3100.000,0.000
6200.000,1.000
9300.000,1.000
12400.000,1.000
15500.000,1.000
18600.000,1.000
21700.000,1.000
24800.000,1.000
27900.000,1.000
31000.000,1.000
34100.000,1.000
37200.000,1.000
40300.000,1.000
43400.000,1.000
46500.000,1.000
49600.000,1.000
52700.000,1.000
55800.000,1.000
58900.000,1.000
62000.000,1.000
65100.000,1.000
68200.000,1.000
71300.000,1.000
74400.000,1.000
77500.000,1.000
80600.000,1.000
83700.000,1.000
86800.000,1.000
89900.000,1.000
93000.000,1.000
96100.000,1.000
99200.000,1.000
102300.000,1.000
105400.000,1.000
108500.000,1.000
111600.000,1.000
114700.000,1.000
117800.000,1.000
120900.000,1.000
124000.000,1.000
127100.000,1.000
130200.000,1.000
133300.000,1.000
136400.000,1.000
139500.000,1.000
142600.000,1.000
145700.000,1.000
148800.000,1.000
151900.000,1.000
155000.000,1.000
158100.000,1.000
161200.000,1.000
164300.000,1.000
167400.000,1.000
170500.000,1.000
173600.000,1.000
176700.000,1.000
179800.000,1.000
182900.000,1.000
186000.000,1.000
189100.000,1.000
192200.000,1.000
195300.000,1.000
198400.000,1.000
201500.000,1.000
204600.000,1.000
207700.000,1.000
210800.000,1.000
213890.000,1.000
216980.000,1.000
220066.000,1.000
223110.000,2.000
226127.000,2.000
229171.000,2.000
232222.000,2.000
235246.000,2.000
238276.000,2.000
241309.000,2.000
244339.000,2.000
247380.000,2.000
250399.000,2.000
253420.000,2.000
256442.000,2.000
259457.000,2.000
262461.000,2.000
265491.000,2.000
268519.000,2.000
271547.000,2.000
274569.000,2.000
277582.000,2.000
280586.000,2.000
283596.000,2.000
286611.000,2.000
289633.000,2.000
292652.000,2.000
295673.000,2.000
298702.000,2.000
301729.000,2.000
304746.000,2.000
307768.000,2.000
310784.000,2.000
313803.000,2.000
316834.000,2.000
319859.000,2.000
322875.000,2.000
325900.000,2.000
328922.000,2.000
331956.000,2.000
334987.000,2.000
338018.000,2.000
341046.000,2.000
344056.000,2.000
347081.000,2.000
350106.000,2.000
353155.000,2.000
356225.000,2.000
359299.000,2.000
362365.000,2.000
365439.000,2.000
368517.000,2.000
371583.000,2.000
374647.000,2.000
377717.000,2.000
380767.000,2.000
383811.000,2.000
386858.000,2.000
389903.000,2.000
392946.000,2.000
395994.000,2.000
399050.000,2.000
402102.000,2.000
405158.000,2.000
408204.000,2.000
411249.000,2.000
414280.000,2.000
417313.000,2.000
420337.000,2.000
423371.000,2.000
426403.000,2.000
429436.000,2.000
432465.000,2.000
435496.000,2.000
438530.000,2.000
441585.000,2.000
444670.000,2.000
447768.000,2.000
450854.000,2.000
453940.000,2.000
457021.000,2.000
460079.000,2.000
463144.000,2.000
466212.000,2.000
469284.000,2.000
472354.000,2.000
475432.000,2.000
478522.000,2.000
481578.000,2.000
484653.000,2.000
487742.000,2.000
490829.000,2.000
493926.000,2.000
497026.000,2.000
500108.000,2.000
503204.000,2.000
506301.000,2.000
509397.000,2.000
512481.000,2.000
515551.000,2.000
518586.000,2.000
521645.000,2.000
524707.000,2.000
527782.000,2.000
530848.000,2.000
533907.000,2.000
536960.000,2.000
540009.000,2.000
543061.000,2.000
546114.000,2.000
549147.000,2.000
552219.000,2.000
555290.000,2.000
558339.000,2.000
561365.000,2.000
564387.000,2.000
567399.000,2.000
570397.000,2.000
573394.000,2.000
576400.000,2.000
579425.000,2.000
582474.000,2.000
585513.000,2.000
588544.000,2.000
591559.000,2.000
594596.000,2.000
597628.000,2.000
600673.000,2.000
603694.000,2.000
606729.000,2.000
609754.000,2.000
612746.000,2.000
615790.000,2.000
618862.000,2.000
621928.000,2.000
624986.000,2.000
628025.000,2.000
631055.000,2.000
634071.000,2.000
637096.000,2.000
640109.000,2.000
643113.000,2.000
646122.000,2.000
649131.000,2.000
652146.000,2.000
655162.000,2.000
658180.000,2.000
661208.000,2.000
664241.000,2.000
667263.000,2.000
670285.000,2.000
673295.000,2.000
676278.000,2.000
679278.000,2.000
682297.000,2.000
685325.000,2.000
688341.000,2.000
691356.000,2.000
694376.000,2.000
697394.000,2.000
700431.000,2.000
703474.000,2.000
706484.000,2.000
709508.000,2.000
712537.000,2.000
715560.000,2.000
718567.000,2.000
721601.000,2.000
724643.000,2.000
727687.000,2.000
730727.000,2.000
733752.000,2.000
736795.000,2.000
739847.000,2.000
742898.000,2.000
745946.000,2.000
748996.000,2.000
752038.000,2.000
755089.000,2.000
758137.000,2.000
761189.000,2.000
764235.000,2.000
767273.000,2.000
770301.000,2.000
